"","fy","fund","agency","source","interfund_trans","from_fund","source_name","receipts","data_source","fund_name","agency_name","fund_cat","fund_cat_name.x","fund_ab","fund_ioc","fund_re","a_end","in_ff","fund_name_ab","fund_category","fund_cat_name.y","in_ff_rev","in_ff_exp","source_name_AWM","rev_type","rev_type_name","amnesty","local","type_assigned","med_option_recent","rev_type_new"
"87",2021,"0412","492","0050",NA,NA,"CIGARETTE USE TAX",18486932.72,NA,"COMMON SCHOOL","REVENUE","A","GENERAL FUNDS","0412","0412","0",NA,"1","COMMON SCHOOL","A","General Funds","1","1","CIGARETTE USE TAX","15",".",NA,0,NA,0,"15"
"88",2021,"0694","492","0050",NA,NA,"CIGARETTE USE TAX",84031435.62,NA,"CAPITAL PROJECTS","REVENUE","F","DEBT SERVICE FUNDS","0694","0694","0",NA,"1","CAPITAL PROJECTS","F","Debt Service Funds","1","1","CIGARETTE USE TAX","15",".",NA,0,NA,0,"15"
"89",2021,"0793","492","0050",NA,NA,"CIGARETTE USE TAX",84031435.43,NA,"HEALTHCARE PROVIDER RELIEF","REVENUE","D","SPECIAL STATE FUNDS","0793","0793","0",NA,"1","HEALTHCARE PROVIDER RELIEF","D","Special State Funds","1","1","CIGARETTE USE TAX","15",".",NA,0,NA,0,"15"
"90",2022,"0001","492","0050",NA,"9999","CIGARETTE USE TAX",59681076.04,"rev_ioc_22.08.01","GENERAL REVENUE","REVENUE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CIGARETTE USE TAX","15",".",NA,0,NA,0,"15"
"91",2022,"0412","492","0050",NA,"9999","CIGARETTE USE TAX",17276121.24,"rev_ioc_22.08.01","COMMON SCHOOL","REVENUE",NA,NA,"0412","0412","0",NA,"1","COMMON SCHOOL","A","General Funds","1","1","CIGARETTE USE TAX","15",".",NA,0,NA,0,"15"
"92",2022,"0694","492","0050",NA,"9999","CIGARETTE USE TAX",78527752.44,"rev_ioc_22.08.01","CAPITAL PROJECTS","REVENUE",NA,NA,"0694","0694","0",NA,"1","CAPITAL PROJECTS","F","Debt Service Funds","1","1","CIGARETTE USE TAX","15",".",NA,0,NA,0,"15"
"93",2022,"0793","492","0050",NA,"9999","CIGARETTE USE TAX",78527752.32,"rev_ioc_22.08.01","HEALTHCARE PROVIDER RELIEF","REVENUE",NA,NA,"0793","0793","0",NA,"1","HEALTHCARE PROVIDER RELIEF","D","Special State Funds","1","1","CIGARETTE USE TAX","15",".",NA,0,NA,0,"15"
"94",2021,"0345","492","0051",NA,NA,"TOBACCO PRODUCTS",30936736.05,NA,"LONG TERM CARE PROVIDER","REVENUE","D","SPECIAL STATE FUNDS","0345","0345","0",NA,"1","LONG TERM CARE PROVIDER","D","Special State Funds","1","1","TOBACCO PRODUCTS","15",".",NA,0,NA,0,"15"
"95",2021,"0793","492","0051",NA,NA,"TOBACCO PRODUCTS",30936736.15,NA,"HEALTHCARE PROVIDER RELIEF","REVENUE","D","SPECIAL STATE FUNDS","0793","0793","0",NA,"1","HEALTHCARE PROVIDER RELIEF","D","Special State Funds","1","1","TOBACCO PRODUCTS","15",".",NA,0,NA,0,"15"
"96",2022,"0345","492","0051",NA,"9999","TOBACCO PRODUCTS",33759047.03,"rev_ioc_22.08.01","LONG TERM CARE PROVIDER","REVENUE",NA,NA,"0345","0345","0",NA,"1","LONG TERM CARE PROVIDER","D","Special State Funds","1","1","TOBACCO PRODUCTS","15",".",NA,0,NA,0,"15"
"97",2022,"0793","492","0051",NA,"9999","TOBACCO PRODUCTS",33759047.04,"rev_ioc_22.08.01","HEALTHCARE PROVIDER RELIEF","REVENUE",NA,NA,"0793","0793","0",NA,"1","HEALTHCARE PROVIDER RELIEF","D","Special State Funds","1","1","TOBACCO PRODUCTS","15",".",NA,0,NA,0,"15"
"98",2021,"0816","493","0052",NA,NA,"FORFEITED OR SEIZED PROPERTY",1195543.48,NA,"MONEY LAUNDERING ASSET RECOVER","STATE POLICE","D","SPECIAL STATE FUNDS","0816","0816","0",NA,"1","MONEY LAUNDERING ASSET RECOVER","D","Special State Funds","1","1","FORFEITED OR SEIZED PROPERTY","78",".",NA,0,NA,0,"78"
"99",2022,"0816","493","0052",NA,"9999","FORFEITED OR SEIZED PROPERTY",897296.85,"rev_ioc_22.08.01","MONEY LAUNDERING ASSET RECOVER","STATE POLICE",NA,NA,"0816","0816","0",NA,"1","MONEY LAUNDERING ASSET RECOVER","D","Special State Funds","1","1","FORFEITED OR SEIZED PROPERTY","78",".",NA,0,NA,0,"78"
"100",2021,"0001","492","0053",NA,NA,"COIN OPERATORS AMUSEMENT TAX",1061621.58,NA,"GENERAL REVENUE","REVENUE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","COIN OPERATORS AMUSEMENT TAX","35",".",NA,0,NA,0,"35"
"101",2022,"0001","492","0053",NA,"9999","COIN OPERATORS AMUSEMENT TAX",1245398.77,"rev_ioc_22.08.01","GENERAL REVENUE","REVENUE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","COIN OPERATORS AMUSEMENT TAX","35",".",NA,0,NA,0,"35"
"102",2021,"0040","422","0056",NA,NA,"CONCESSION REVENUE",164826.72,NA,"STATE PARKS","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1","CONCESSION REVENUE","36",".",NA,0,NA,0,"36"
"103",2021,"0041","422","0056",NA,NA,"CONCESSION REVENUE",8218.97,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","CONCESSION REVENUE","36",".",NA,0,NA,0,"36"
"104",2021,"0538","422","0056",NA,NA,"CONCESSION REVENUE",400,NA,"IL HISTORIC SITES","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","CONCESSION REVENUE","36",".",NA,0,NA,0,"36"
"105",2022,"0040","422","0056",NA,"9999","CONCESSION REVENUE",430434.22,"rev_ioc_22.08.01","STATE PARKS","NATURAL RESOURCES",NA,NA,"0040","0040","0",NA,"1","STATE PARKS","D","Special State Funds","1","1","CONCESSION REVENUE","36",".",NA,0,NA,0,"36"
"106",2022,"0041","422","0056",NA,"9999","CONCESSION REVENUE",16500.76,"rev_ioc_22.08.01","WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","CONCESSION REVENUE","36",".",NA,0,NA,0,"36"
"107",2022,"0538","422","0056",NA,"9999","CONCESSION REVENUE",2400,"rev_ioc_22.08.01","IL HISTORIC SITES","NATURAL RESOURCES",NA,NA,"0538","0538","0",NA,"1","IL HISTORIC SITES","D","Special State Funds","1","1","CONCESSION REVENUE","36",".",NA,0,NA,0,"36"
"108",2021,"0001","350","0060",NA,NA,"CORPORATE DIVISION",322193620.8,NA,"GENERAL REVENUE","SECRETARY OF STATE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CORPORATE DIVISION","27",".",NA,0,NA,0,"27"
"109",2021,"0483","350","0060",NA,NA,"CORPORATE DIVISION",5729760,NA,"SECRETARY OF STATE SPEC SERV","SECRETARY OF STATE","D","SPECIAL STATE FUNDS","0483","0483","0",NA,"1","SECRETARY OF STATE SPEC SERV","D","Special State Funds","1","1","CORPORATE DIVISION","27",".",NA,0,NA,0,"27"
"110",2022,"0001","350","0060",NA,"9999","CORPORATE DIVISION",215762683.09,"rev_ioc_22.08.01","GENERAL REVENUE","SECRETARY OF STATE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","CORPORATE DIVISION","27",".",NA,0,NA,0,"27"
"111",2022,"0483","350","0060",NA,"9999","CORPORATE DIVISION",5421765,"rev_ioc_22.08.01","SECRETARY OF STATE SPEC SERV","SECRETARY OF STATE",NA,NA,"0483","0483","0",NA,"1","SECRETARY OF STATE SPEC SERV","D","Special State Funds","1","1","CORPORATE DIVISION","27",".",NA,0,NA,0,"27"
"112",2021,"0380","350","0061",NA,NA,"CORPORATE FRANCHISE TAX",4133740.63,NA,"CORPORATE FRANCHISE TAX REFUND","SECRETARY OF STATE","D","SPECIAL STATE FUNDS","0380","0380","0",NA,"1","CORPORATE FRANCHISE TAX REFUND","D","Special State Funds","1","1","CORPORATE FRANCHISE TAX","27",".",NA,0,NA,0,"27"
"113",2022,"0380","350","0061",NA,"9999","CORPORATE FRANCHISE TAX",3284341.94,"rev_ioc_22.08.01","CORPORATE FRANCHISE TAX REFUND","SECRETARY OF STATE",NA,NA,"0380","0380","0",NA,"1","CORPORATE FRANCHISE TAX REFUND","D","Special State Funds","1","1","CORPORATE FRANCHISE TAX","27",".",NA,0,NA,0,"27"
"114",2021,"0543","360","0062",NA,NA,"CREMATORY",3600,NA,"COMPTROLLER'S ADMINISTRATIVE","COMPTROLLER","D","SPECIAL STATE FUNDS","0543","0543","0",NA,"1","COMPTROLLER'S ADMINISTRATIVE","D","Special State Funds","1","1","CREMATORY","78",".",NA,0,NA,0,"78"
"115",2022,"0543","360","0062",NA,"9999","CREMATORY",4670,"rev_ioc_22.08.01","COMPTROLLER'S ADMINISTRATIVE","COMPTROLLER",NA,NA,"0543","0543","0",NA,"1","COMPTROLLER'S ADMINISTRATIVE","D","Special State Funds","1","1","CREMATORY","78",".",NA,0,NA,0,"78"
"116",2021,"0001","406","0063",NA,NA,"AGRICULTURE INDUSTRY REG",689237.37,NA,"GENERAL REVENUE","AGRICULTURE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","AGRICULTURE INDUSTRY REG","36",".",NA,0,NA,0,"36"
"117",2022,"0001","406","0063",NA,"9999","AGRICULTURE INDUSTRY REG",759945.85,"rev_ioc_22.08.01","GENERAL REVENUE","AGRICULTURE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","AGRICULTURE INDUSTRY REG","36",".",NA,0,NA,0,"36"
"118",2021,"0457","416","0072",NA,NA,"CARRIER REFUNDS",5748615,NA,"GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT","I","STATE TRUST FUNDS","0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","CARRIER REFUNDS","78",".",NA,0,NA,0,"78"
"119",2021,"0907","416","0072",NA,NA,"CARRIER REFUNDS",1932114.43,NA,"HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT","D","SPECIAL STATE FUNDS","0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1","CARRIER REFUNDS","78",".",NA,0,NA,0,"78"
"120",2022,"0907","416","0072",NA,"9999","CARRIER REFUNDS",723709.16,"rev_ioc_22.08.01","HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT",NA,NA,"0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1","CARRIER REFUNDS","78",".",NA,0,NA,0,"78"
"121",2021,"0930","492","0073",NA,NA,"DEFER REAL ESTATE TAX REIM",5424868.63,NA,"SENIOR CITIZEN REAL EST DEF TA","REVENUE","D","SPECIAL STATE FUNDS","0930","0930","0",NA,"1","SENIOR CITIZEN REAL EST DEF TA","D","Special State Funds","1","1","DEFER REAL ESTATE TAX REIM","78",".",NA,0,NA,0,"78"
"122",2022,"0930","492","0073",NA,"9999","DEFER REAL ESTATE TAX REIM",6890167.51,"rev_ioc_22.08.01","SENIOR CITIZEN REAL EST DEF TA","REVENUE",NA,NA,"0930","0930","0",NA,"1","SENIOR CITIZEN REAL EST DEF TA","D","Special State Funds","1","1","DEFER REAL ESTATE TAX REIM","78",".",NA,0,NA,0,"78"
"123",2021,"0045","406","0088",NA,NA,"DUQUOIN-SPACE RENTALS/FAIRS",84593.29,NA,"AGRICULTURAL PREMIUM","AGRICULTURE","D","SPECIAL STATE FUNDS","0045","0045","0",NA,"1","AGRICULTURAL PREMIUM","D","Special State Funds","1","1","DUQUOIN-SPACE RENTALS/FAIRS","36",".",NA,0,NA,0,"36"
"124",2022,"0045","406","0088",NA,"9999","DUQUOIN-SPACE RENTALS/FAIRS",1134235.3,"rev_ioc_22.08.01","AGRICULTURAL PREMIUM","AGRICULTURE",NA,NA,"0045","0045","0",NA,"1","AGRICULTURAL PREMIUM","D","Special State Funds","1","1","DUQUOIN-SPACE RENTALS/FAIRS","36",".",NA,0,NA,0,"36"
"125",2021,"0045","406","0093",NA,NA,"DUQUOIN-NON-FAIR ACTIVITIES",383028.08,NA,"AGRICULTURAL PREMIUM","AGRICULTURE","D","SPECIAL STATE FUNDS","0045","0045","0",NA,"1","AGRICULTURAL PREMIUM","D","Special State Funds","1","1","DUQUOIN-NON-FAIR ACTIVITIES","36",".",NA,0,NA,0,"36"
"126",2022,"0045","406","0093",NA,"9999","DUQUOIN-NON-FAIR ACTIVITIES",574066.78,"rev_ioc_22.08.01","AGRICULTURAL PREMIUM","AGRICULTURE",NA,NA,"0045","0045","0",NA,"1","AGRICULTURAL PREMIUM","D","Special State Funds","1","1","DUQUOIN-NON-FAIR ACTIVITIES","36",".",NA,0,NA,0,"36"
"127",2021,"0431","563","0104",NA,NA,"EMPLOYER PAY/EMPLOYEE COMP",804188.81,NA,"SECOND INJURY","IL WORKERS' COMPENSATION COMMI","I","STATE TRUST FUNDS","0431","0431","0",NA,"1","SECOND INJURY","I","State Trust Funds","1","1","EMPLOYER PAY/EMPLOYEE COMP","24",".",NA,0,NA,0,"24"
"128",2022,"0431","563","0104",NA,"9999","EMPLOYER PAY/EMPLOYEE COMP",804568.13,"rev_ioc_22.08.01","SECOND INJURY","IL WORKERS' COMPENSATION COMMI",NA,NA,"0431","0431","0",NA,"1","SECOND INJURY","I","State Trust Funds","1","1","EMPLOYER PAY/EMPLOYEE COMP","24",".",NA,0,NA,0,"24"
"129",2021,"0041","422","0110",NA,NA,"FEDERAL DUCK STAMP SALES",1711.5,NA,"WILDLIFE & FISH","NATURAL RESOURCES","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","FEDERAL DUCK STAMP SALES","36",".",NA,0,NA,0,"36"
"130",2022,"0041","422","0110",NA,"9999","FEDERAL DUCK STAMP SALES",2095.5,"rev_ioc_22.08.01","WILDLIFE & FISH","NATURAL RESOURCES",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","FEDERAL DUCK STAMP SALES","36",".",NA,0,NA,0,"36"
"131",2021,"0047","446","0111",NA,NA,"FIRE MARSHAL TAX",34181670.13,NA,"FIRE PREVENTION","INSURANCE","D","SPECIAL STATE FUNDS","0047","0047","0",NA,"1","FIRE PREVENTION","D","Special State Funds","1","1","FIRE MARSHAL TAX","24",".",NA,0,NA,0,"24"
"132",2022,"0047","446","0111",NA,"9999","FIRE MARSHAL TAX",37807969.16,"rev_ioc_22.08.01","FIRE PREVENTION","INSURANCE",NA,NA,"0047","0047","0",NA,"1","FIRE PREVENTION","D","Special State Funds","1","1","FIRE MARSHAL TAX","24",".",NA,0,NA,0,"24"
"133",2021,"0041","493","0112",NA,NA,"FOI (FIREARMS OWNER I.D.)",1936349.33,NA,"WILDLIFE & FISH","STATE POLICE","D","SPECIAL STATE FUNDS","0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","FOI (FIREARMS OWNER I.D.)","36",".",NA,0,NA,0,"36"
"134",2021,"0209","493","0112",NA,NA,"FOI (FIREARMS OWNER I.D.)",2946076.11,NA,"STATE POLICE FIREARM SERVICES","STATE POLICE","D","SPECIAL STATE FUNDS","0209-B","0209","2",NA,"1","STATE POLICE FIREARM SERVICES","D","Special State Funds","1","1","FOI (FIREARMS OWNER I.D.)","36",".",NA,0,NA,0,"36"
"135",2021,"0893","493","0112",NA,NA,"FOI (FIREARMS OWNER I.D.)",36861.5,NA,"FIREARM DEALER LICENSE CERT","STATE POLICE","D","SPECIAL STATE FUNDS","0893-B","0893","2",NA,"1","FIREARM DEALER LICENSE CERT","I","State Trust Funds","1","1","FOI (FIREARMS OWNER I.D.)","36",".",NA,0,NA,0,"36"
"136",2021,"0906","493","0112",NA,NA,"FOI (FIREARMS OWNER I.D.)",322724.88,NA,"STATE POLICE SERVICES","STATE POLICE","D","SPECIAL STATE FUNDS","0906","0906","0",NA,"1","STATE POLICE SERVICES","D","Special State Funds","1","1","FOI (FIREARMS OWNER I.D.)","36",".",NA,0,NA,0,"36"
"137",2022,"0041","493","0112",NA,"9999","FOI (FIREARMS OWNER I.D.)",447360,"rev_ioc_22.08.01","WILDLIFE & FISH","STATE POLICE",NA,NA,"0041","0041","0",NA,"1","WILDLIFE & FISH","D","Special State Funds","1","1","FOI (FIREARMS OWNER I.D.)","36",".",NA,0,NA,0,"36"
"138",2022,"0209","493","0112",NA,"9999","FOI (FIREARMS OWNER I.D.)",2321664.61,"rev_ioc_22.08.01","STATE POLICE FIREARM SERVICES","STATE POLICE",NA,NA,"0209-B","0209","2",NA,"1","STATE POLICE FIREARM SERVICES","D","Special State Funds","1","1","FOI (FIREARMS OWNER I.D.)","36",".",NA,0,NA,0,"36"
"139",2022,"0723","493","0112",NA,"9999","FOI (FIREARMS OWNER I.D.)",749073.02,"rev_ioc_22.08.01","REVOCATION ENFORCEMENT","STATE POLICE",NA,NA,"0723-B","0723","2",NA,"1","REVOCATION ENFORCEMENT","D","Special State Funds","1","1","FOI (FIREARMS OWNER I.D.)","39",".",NA,0,NA,0,"39"
"140",2022,"0893","493","0112",NA,"9999","FOI (FIREARMS OWNER I.D.)",42832,"rev_ioc_22.08.01","FIREARM DEALER LICENSE CERT","STATE POLICE",NA,NA,"0893-B","0893","2",NA,"1","FIREARM DEALER LICENSE CERT","I","State Trust Funds","1","1","FOI (FIREARMS OWNER I.D.)","36",".",NA,0,NA,0,"36"
"141",2022,"0906","493","0112",NA,"9999","FOI (FIREARMS OWNER I.D.)",74560,"rev_ioc_22.08.01","STATE POLICE SERVICES","STATE POLICE",NA,NA,"0906","0906","0",NA,"1","STATE POLICE SERVICES","D","Special State Funds","1","1","FOI (FIREARMS OWNER I.D.)","36",".",NA,0,NA,0,"36"
"142",2021,"0001","425","0114",NA,NA,"GENERAL OFFICE",10790.78,NA,"GENERAL REVENUE","JUVENILE JUSTICE","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","GENERAL OFFICE","36",".",NA,0,NA,0,"36"
"143",2021,"0001","452","0114",NA,NA,"GENERAL OFFICE",1798.8,NA,"GENERAL REVENUE","LABOR","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","GENERAL OFFICE","36",".",NA,0,NA,0,"36"
"144",2022,"0001","425","0114",NA,"9999","GENERAL OFFICE",108026.44,"rev_ioc_22.08.01","GENERAL REVENUE","JUVENILE JUSTICE",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","GENERAL OFFICE","36",".",NA,0,NA,0,"36"
"145",2022,"0001","426","0114",NA,"9999","GENERAL OFFICE",463943.18,"rev_ioc_22.08.01","GENERAL REVENUE","CORRECTIONS",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","GENERAL OFFICE","36",".",NA,0,NA,0,"36"
"146",2022,"0001","452","0114",NA,"9999","GENERAL OFFICE",59336.42,"rev_ioc_22.08.01","GENERAL REVENUE","LABOR",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","GENERAL OFFICE","36",".",NA,0,NA,0,"36"
"147",2021,"0001","444","0115",NA,NA,"MISC COLLECTION-CENTRAL OFFICE",6947.73,NA,"GENERAL REVENUE","HUMAN SERVICES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","MISC COLLECTION-CENTRAL OFFICE","36",".",NA,0,NA,0,"36"
"148",2022,"0001","444","0115",NA,"9999","MISC COLLECTION-CENTRAL OFFICE",1525.6,"rev_ioc_22.08.01","GENERAL REVENUE","HUMAN SERVICES",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","MISC COLLECTION-CENTRAL OFFICE","36",".",NA,0,NA,0,"36"
"149",2021,"0050","444","0117",NA,NA,"MISC. COLLECTION-GRANTS",2967253.73,NA,"MENTAL HEALTH","HUMAN SERVICES","D","SPECIAL STATE FUNDS","0050","0050","0",NA,"1","MENTAL HEALTH","D","Special State Funds","1","1","MISC. COLLECTION-GRANTS","78",".",NA,0,NA,0,"78"
"150",2022,"0001","444","0117",NA,"9999","MISC. COLLECTION-GRANTS",1271.51,"rev_ioc_22.08.01","GENERAL REVENUE","HUMAN SERVICES",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","MISC. COLLECTION-GRANTS","78",".",NA,0,NA,0,"78"
"151",2021,"0457","416","0118",NA,NA,"INSURANCE PREMIUM-EMPLOYEES",1021379.85,NA,"GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT","I","STATE TRUST FUNDS","0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","INSURANCE PREMIUM-EMPLOYEES","78",".",NA,0,NA,0,"78"
"152",2021,"0907","416","0118",NA,NA,"INSURANCE PREMIUM-EMPLOYEES",8769525.29,NA,"HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT","D","SPECIAL STATE FUNDS","0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1","INSURANCE PREMIUM-EMPLOYEES","78",".",NA,0,NA,0,"78"
"153",2022,"0457","416","0118",NA,"9999","INSURANCE PREMIUM-EMPLOYEES",1075721.39,"rev_ioc_22.08.01","GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT",NA,NA,"0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","INSURANCE PREMIUM-EMPLOYEES","78",".",NA,0,NA,0,"78"
"154",2022,"0907","416","0118",NA,"9999","INSURANCE PREMIUM-EMPLOYEES",9159064.92,"rev_ioc_22.08.01","HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT",NA,NA,"0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1","INSURANCE PREMIUM-EMPLOYEES","78",".",NA,0,NA,0,"78"
"155",2021,"0457","416","0120",NA,NA,"INS PREM-OPTIONAL LIFE",21705513.36,NA,"GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT","I","STATE TRUST FUNDS","0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","INS PREM-OPTIONAL LIFE","78",".",NA,0,NA,0,"78"
"156",2022,"0457","416","0120",NA,"9999","INS PREM-OPTIONAL LIFE",23176235.74,"rev_ioc_22.08.01","GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT",NA,NA,"0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","INS PREM-OPTIONAL LIFE","78",".",NA,0,NA,0,"78"
"157",2021,"0457","416","0121",NA,NA,"INS PREM-OPTIONAL LIFE/UNIV",15973339.52,NA,"GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT","I","STATE TRUST FUNDS","0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","INS PREM-OPTIONAL LIFE/UNIV","78",".",NA,0,NA,0,"78"
"158",2022,"0457","416","0121",NA,"9999","INS PREM-OPTIONAL LIFE/UNIV",16216600.27,"rev_ioc_22.08.01","GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT",NA,NA,"0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","INS PREM-OPTIONAL LIFE/UNIV","78",".",NA,0,NA,0,"78"
"159",2021,"0457","416","0125",NA,NA,"HEALTH FAC-LIFE/HEALTH",10343328.42,NA,"GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT","I","STATE TRUST FUNDS","0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","HEALTH FAC-LIFE/HEALTH","36",".",NA,0,NA,0,"36"
"160",2021,"0907","416","0125",NA,NA,"HEALTH FAC-LIFE/HEALTH",248239882.19,NA,"HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT","D","SPECIAL STATE FUNDS","0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1","HEALTH FAC-LIFE/HEALTH","36",".",NA,0,NA,0,"36"
"161",2022,"0457","416","0125",NA,"9999","HEALTH FAC-LIFE/HEALTH",10678484.77,"rev_ioc_22.08.01","GROUP INSURANCE PREMIUM","CENTRAL MANAGEMENT",NA,NA,"0457","0457","0",NA,"1","GROUP INSURANCE PREMIUM","I","State Trust Funds","1","1","HEALTH FAC-LIFE/HEALTH","36",".",NA,0,NA,0,"36"
"162",2022,"0907","416","0125",NA,"9999","HEALTH FAC-LIFE/HEALTH",256283634.14,"rev_ioc_22.08.01","HEALTH INSURANCE RESERVE","CENTRAL MANAGEMENT",NA,NA,"0907","0907","0",NA,"1","HEALTH INSURANCE RESERVE","D","Special State Funds","1","1","HEALTH FAC-LIFE/HEALTH","36",".",NA,0,NA,0,"36"
"163",2021,"0828","532","0127",NA,NA,"HAZARD WASTE COST RECOVERIES",4450717.1,NA,"HAZARDOUS WASTE","ENVIRONMENTAL PROTECT AGENCY","D","SPECIAL STATE FUNDS","0828","0828","0",NA,"1","HAZARDOUS WASTE","D","Special State Funds","1","1","HAZARD WASTE COST RECOVERIES","39",".",NA,0,NA,0,"39"
"164",2022,"0828","532","0127",NA,"9999","HAZARD WASTE COST RECOVERIES",3377110.72,"rev_ioc_22.08.01","HAZARDOUS WASTE","ENVIRONMENTAL PROTECT AGENCY",NA,NA,"0828","0828","0",NA,"1","HAZARDOUS WASTE","D","Special State Funds","1","1","HAZARD WASTE COST RECOVERIES","39",".",NA,0,NA,0,"39"
"165",2021,"0329","478","0129",NA,NA,"HEALTH CARE PRO SUP. FEE",729615449.23,NA,"COUNTY PROVIDER TRUST","HEALTHCARE & FAMILY SERVICES","D","SPECIAL STATE FUNDS","0329","0329","0",NA,"1","COUNTY PROVIDER TRUST","D","Special State Funds","1","1","HEALTH CARE PRO SUP. FEE","31",".",NA,0,NA,0,"31"
"166",2022,"0329","478","0129",NA,"9999","HEALTH CARE PRO SUP. FEE",722048144.76,"rev_ioc_22.08.01","COUNTY PROVIDER TRUST","HEALTHCARE & FAMILY SERVICES",NA,NA,"0329","0329","0",NA,"1","COUNTY PROVIDER TRUST","D","Special State Funds","1","1","HEALTH CARE PRO SUP. FEE","31",".",NA,0,NA,0,"31"
"167",2022,"0001","444","0130",NA,"9999","SCHOOL FOR VISUALLY IMPAIRED",88,"rev_ioc_22.08.01","GENERAL REVENUE","HUMAN SERVICES",NA,NA,"0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","SCHOOL FOR VISUALLY IMPAIRED","36",".",NA,0,NA,0,"36"
"168",2021,"0001","444","0131",NA,NA,"ILLINOIS SCHOOL FOR THE DEAF",2867.56,NA,"GENERAL REVENUE","HUMAN SERVICES","A","GENERAL FUNDS","0001","0001","0",NA,"1","GENERAL REVENUE","A","General Funds","1","1","ILLINOIS SCHOOL FOR THE DEAF","36",".",NA,0,NA,0,"36"
