fy,fund,agency,source,interfund_trans,from_fund,source_name.x,receipts,data_source,fund_name,agency_name,fund_cat,fund_cat_name.x,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,revenuesource,total,source_name_AWM,source_name.y,source_name_formula,rev_type,rev_type_name,amnesty,local,type_assigned,source_flag,med_option_recent,rev_type_new
2015,0001,592,0044,0,9999,BOILER INSPECTION FEES,1527397.5,rev ioc 16.01.07,GENERAL REVENUE,OFFICE OF THE STATE FIRE MARSH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2015,0047,592,0044,0,9999,BOILER INSPECTION FEES,2018318.84,rev ioc 16.01.07,FIRE PREVENTION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0047,0047,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2016,0001,592,0044,0,9999,BOILER INSPECTION FEES,1499412.5,rev ioc 16.08.04,GENERAL REVENUE,OFFICE OF THE STATE FIRE MARSH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2016,0047,592,0044,0,9999,BOILER INSPECTION FEES,2136648.48,rev ioc 16.08.04,FIRE PREVENTION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0047,0047,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2017,0001,592,0044,0,9999,BOILER INSPECTION FEES,1420932.5,rev ioc 17.11.29,GENERAL REVENUE,OFFICE OF THE STATE FIRE MARSH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2017,0047,592,0044,0,9999,BOILER INSPECTION FEES,2063389.58,rev ioc 17.11.29,FIRE PREVENTION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0047,0047,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2018,0001,592,0044,0,9999,BOILER INSPECTION FEES,1603022,NA,GENERAL REVENUE,OFFICE OF THE STATE FIRE MARSH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2018,0047,592,0044,0,9999,BOILER INSPECTION FEES,2266212.34,NA,FIRE PREVENTION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0047,0047,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2019,0001,592,0044,0,9999,BOILER INSPECTION FEES,1410167.75,rev ioc 12.11.2019,GENERAL REVENUE,OFFICE OF THE STATE FIRE MARSH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2019,0047,592,0044,0,9999,BOILER INSPECTION FEES,2050617.31,rev ioc 12.11.2019,FIRE PREVENTION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0047,0047,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2020,0001,592,0044,0,9999,BOILER INSPECTION FEES,1209999.5,rev ioc 03.11.2020,GENERAL REVENUE,OFFICE OF THE STATE FIRE MARSH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2020,0047,592,0044,0,9999,BOILER INSPECTION FEES,1814485.71,rev ioc 03.11.2020,FIRE PREVENTION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0047,0047,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2021,0001,592,0044,NA,NA,BOILER INSPECTION FEES,1622129,NA,GENERAL REVENUE,OFFICE OF THE STATE FIRE MARSH,A,GENERAL FUNDS,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2021,0047,592,0044,NA,NA,BOILER INSPECTION FEES,2484696.07,NA,FIRE PREVENTION,OFFICE OF THE STATE FIRE MARSH,D,SPECIAL STATE FUNDS,0047,0047,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2022,0001,592,0044,NA,9999,BOILER INSPECTION FEES,1488200,rev_ioc_22.08.01,GENERAL REVENUE,OFFICE OF THE STATE FIRE MARSH,NA,NA,0001,0001,0,NA,1,GENERAL REVENUE,A,General Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2022,0047,592,0044,NA,9999,BOILER INSPECTION FEES,2164907.04,rev_ioc_22.08.01,FIRE PREVENTION,OFFICE OF THE STATE FIRE MARSH,NA,NA,0047,0047,0,NA,1,FIRE PREVENTION,D,Special State Funds,1,1,NA,NA,BOILER INSPECTION FEES,BOILER INSPECTION FEES,BOILER INSPECTION FEES,39,.,NA,0,NA,NA,0,39
2022,0723,493,0112,NA,9999,FOI (FIREARMS OWNER I.D.),749073.02,rev_ioc_22.08.01,REVOCATION ENFORCEMENT,STATE POLICE,NA,NA,0723-B,0723,0,NA,1,REVOCATION ENFORCEMENT,D,Special State Funds,1,1,NA,NA,FOI (FIREARMS OWNER I.D.),FOI (FIREARMS OWNER I.D.),FOI (FIREARMS OWNER I.D.),39,.,NA,0,NA,NA,0,39
1998,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,2519832.53,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
1999,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,4756127.61,rev_IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2000,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,5004598.72,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2001,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,4407356.11,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2002,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,5187370.86,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2003,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,5114737.17,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2004,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,5323558.03,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2005,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,4492199.29,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2006,0828,532,0127,0,.,HAZARD WASTE COST RECOVERIES,7145405.6,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2007,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,11589146.04,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2008,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,9450398.76,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2009,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,13561060.98,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2010,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,5759463.97,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2011,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,4748024.21,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2012,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,5419886.39,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2013,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,5242646.59,rev IOC 13.08.02,NA,NA,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2014,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,4501863.89,rev IOC 15.09.28,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2015,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,4671696.23,rev ioc 16.01.07,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2016,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,3926547.13,rev ioc 16.08.04,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2017,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,3224120.68,rev ioc 17.11.29,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2018,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,2016601.88,NA,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2019,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,4601673.71,rev ioc 12.11.2019,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2020,0828,532,0127,0,9999,HAZARD WASTE COST RECOVERIES,6167848.32,rev ioc 03.11.2020,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2021,0828,532,0127,NA,NA,HAZARD WASTE COST RECOVERIES,4450717.1,NA,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,D,SPECIAL STATE FUNDS,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
2022,0828,532,0127,NA,9999,HAZARD WASTE COST RECOVERIES,3377110.72,rev_ioc_22.08.01,HAZARDOUS WASTE,ENVIRONMENTAL PROTECT AGENCY,NA,NA,0828,0828,0,NA,1,HAZARDOUS WASTE,D,Special State Funds,1,1,NA,NA,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,HAZARD WASTE COST RECOVERIES,39,.,NA,0,NA,NA,0,39
1998,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,346185.03,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
1998,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,346185.04,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
1999,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,347275,rev_IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
1999,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,347275,rev_IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2000,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,322925,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2000,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,322925,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2001,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,316150,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2001,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,316150,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2002,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,319000,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2002,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,319000,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2003,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,299731.4,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2003,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,299731.39,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2004,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,314175,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2004,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,314175,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2005,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,282425,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2005,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,282425,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2006,0085,492,0423,0,.,PULL TABS & JAR GAMES LIC.,272325,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2006,0412,492,0423,0,.,PULL TABS & JAR GAMES LIC.,272325,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2007,0085,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,264896.97,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2007,0412,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,264896.98,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2008,0085,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,246650,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2008,0412,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,246650,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2009,0085,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,239264.53,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2009,0412,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,239264.51,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2010,0085,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,238185.48,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2010,0412,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,238185.48,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2011,0085,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,224700,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2011,0412,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,224700,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2012,0085,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,219950,rev IOC 13.08.02,NA,NA,NA,NA,0085,0085,0,NA,1,IL GAMING LAW ENFORCEMENT,D,Special State Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
2012,0412,492,0423,0,9999,PULL TABS & JAR GAMES LIC.,219950,rev IOC 13.08.02,NA,NA,NA,NA,0412,0412,0,NA,1,COMMON SCHOOL,A,General Funds,1,1,NA,NA,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,PULL TABS & JAR GAMES LIC.,39,.,NA,0,NA,NA,0,39
