fy,fund,fund_name,agency,agency_name,appr_org,org_name,obj_seq_type,appn_net_xfer,expenditure,data_source,object,category,sequence,type,trans_agency,trans_type,wh_approp_name,fund_cat,fund_cat_name.x,expenditurethrough6302022,fund_ab,fund_ioc,fund_re,a_end,in_ff,fund_name_ab,fund_category,fund_cat_name.y,in_ff_rev,in_ff_exp,refund,pension,eehc,group,group_name,year
2015,0007,EDUCATION ASSISTANCE,616,GOVERNORS STATE UNIVERSITY,01,GENERAL OPERATIONS,11800000,595300,559578.68,exp ioc 16.01.07,1180,1,00,00,.,.,FOR GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2015
2015,0007,EDUCATION ASSISTANCE,620,NORTHEASTERN IL UNIVERSITY,01,GENERAL OPERATIONS,11800000,1048500,1048500,exp ioc 16.01.07,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2015
2015,0007,EDUCATION ASSISTANCE,628,WESTERN IL UNIVERSITY,01,GENERAL OPERATIONS,11800000,1705500,1705500,exp ioc 16.01.07,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2015
2015,0007,EDUCATION ASSISTANCE,644,NORTHERN IL UNIVERSITY,01,GENERAL OPERATIONS,11800000,1770650,1770650,exp ioc 16.01.07,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2015
2015,0007,EDUCATION ASSISTANCE,664,SOUTHERN IL UNIVERSITY,01,GENERAL OPERATIONS,11800000,2991200,2991200,exp ioc 16.01.07,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2015
2015,0007,EDUCATION ASSISTANCE,676,UNIVERSITY OF ILLINOIS,01,GENERAL OPERATIONS,11800000,24333100,24333100,exp ioc 16.01.07,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2015
2018,0007,EDUCATION ASSISTANCE,608,CHICAGO STATE UNIVERSITY,01,GENERAL OPERATIONS,11800000,900900,900900,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2018
2018,0007,EDUCATION ASSISTANCE,616,GOVERNORS STATE UNIVERSITY,01,GENERAL OPERATIONS,11800000,577300,577300,NA,1180,1,00,00,.,.,FOR GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2018
2018,0007,EDUCATION ASSISTANCE,620,NORTHEASTERN IL UNIVERSITY,01,GENERAL OPERATIONS,11800000,943700,943700,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2018
2018,0007,EDUCATION ASSISTANCE,628,WESTERN IL UNIVERSITY,01,GENERAL OPERATIONS,11800000,1535000,1535000,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2018
2018,0007,EDUCATION ASSISTANCE,644,NORTHERN IL UNIVERSITY,01,GENERAL OPERATIONS,11800000,2056200,2056200,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2018
2018,0007,EDUCATION ASSISTANCE,664,SOUTHERN IL UNIVERSITY,01,GENERAL OPERATIONS,11800000,2692100,2692100,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2018
2018,0007,EDUCATION ASSISTANCE,676,UNIVERSITY OF ILLINOIS,01,GENERAL OPERATIONS,11800000,21899800,21899800,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0007,0007,0,NA,1,EDUCATION ASSISTANCE,A,General Funds,1,1,not refund,0,1,960,UNIVERSITY EDUCATION,2018
1998,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,65900000,65900000,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,1998
1999,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,70200000,70200000,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,1999
2000,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,73418000,73418000,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2000
2001,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,79551400,79551400,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2001
2002,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,85870800,85870800,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2002
2003,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,92194600,92194600,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2003
2004,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,100768200,98752836,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2004
2005,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,120827468,120827468,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2005
2006,0011,ROAD,478,HEALTHCARE & FAMILY SERVICES,80,EMPLOYEE HEALTH INSURANCE,11800000,126113200,126113200,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,478,478,2006
2007,0011,ROAD,478,HEALTHCARE & FAMILY SERVICES,80,EMPLOYEE HEALTH INSURANCE,11800000,130520200,130520200,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,478,478,2007
2008,0011,ROAD,478,HEALTHCARE & FAMILY SERVICES,80,EMPLOYEE HEALTH INSURANCE,11800000,135608400,135608400,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,478,478,2008
2009,0011,ROAD,478,HEALTHCARE & FAMILY SERVICES,80,EMPLOYEE HEALTH INSURANCE,11800000,142997300,142997300,exp IOC 13.10.15,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,478,478,2009
2010,0011,ROAD,478,HEALTHCARE & FAMILY SERVICES,80,EMPLOYEE HEALTH INSURANCE,11800000,150178800,150178800,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,478,478,2010
2011,0011,ROAD,478,HEALTHCARE & FAMILY SERVICES,80,EMPLOYEE HEALTH INSURANCE,11800000,159963100,159963100,exp IOC 13.08.09,1180,1,00,00,.,.,EMPLOYER  CONTRB GRP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,478,478,2011
2012,0011,ROAD,478,HEALTHCARE & FAMILY SERVICES,80,EMPLOYEE HEALTH INSURANCE,11800000,165293800,165293800,exp IOC 13.08.09,1180,1,00,00,.,.,PROVISION OF HLTHCARE COVERAGE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,478,478,2012
2013,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,176323000,120773000,exp IOC 14.09.08,1180,1,00,00,.,.,PROVISION OF HLTHCARE COVERAGE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2013
2014,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,46000,21580.32,exp IOC 15.04.28,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2014
2014,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,131300000,120773000,exp IOC 15.04.28,1180,1,00,00,.,.,PROVISION OF HLTHCARE COVERAGE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2014
2015,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,46000,24020.04,exp ioc 16.01.07,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2015
2015,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,123372000,123372000,exp ioc 16.01.07,1180,1,00,00,.,.,PROVISION OF HLTHCARE COVERAGE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2015
2016,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,46000,16164.72,exp ioc 16.10.24,1180,1,00,00,.,.,"COURT ORDER, GROUP INSURANCE",NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2016
2016,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,120072000,120072000,exp ioc 16.10.24,1180,1,00,00,.,.,PROVISION OF HLTHCARE COVERAGE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2016
2017,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,48000,16808.16,exp ioc 17.11.29,1180,1,00,00,.,.,"CO,GROUP INSURANCE",NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2017
2017,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,124464000,124464000,exp ioc 17.11.29,1180,1,00,00,.,.,PROVISION OF HLTHCARE COVERAGE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2017
2018,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,48000,15957.12,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2018
2018,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,124992000,124992000,NA,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2018
2019,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,48000,16755,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2019
2019,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,117960000,117960000,exp ioc 12.11.2019,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2019
2020,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,48000,26060.64,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2020
2020,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,11800000,161533300,161533300,exp ioc 03.11.2020,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2020
2021,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,19000000,171508400,171508400,NA,1900,1,00,00,.,.,GROUP INSURANCE,B,HIGHWAY FUNDS,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2021
2021,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,53000,24764.8,NA,1180,1,00,00,.,.,GROUP INSURANCE,B,HIGHWAY FUNDS,NA,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2021
2022,0011,ROAD,360,COMPTROLLER,20,STATE OFFICER SALARIES & OTHER,11800000,47000,26269.68,exp_ioc_22.08.01,1180,1,00,00,.,.,GROUP INSURANCE,NA,NA,26269.679999999997,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,930,ELECTED OFFICERS,2022
2022,0011,ROAD,416,CENTRAL MANAGEMENT,20,BUREAU OF BENEFITS,19000000,130993400,130993400,exp_ioc_22.08.01,1900,1,00,00,.,.,GROUP INSURANCE,NA,NA,130993400,0011,0011,0,NA,1,ROAD,B,Highway Funds,1,1,not refund,0,1,416,416,2022
1998,0012,MOTOR FUEL TAX,492,REVENUE,10,ADMINISTRATION,11800000,68900,54574.85,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,1998
1998,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,1012300,937914.76,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,1998
1998,0012,MOTOR FUEL TAX,492,REVENUE,27,MANAGEMENT SERVICES,11800000,58300,51181.27,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,1998
1998,0012,MOTOR FUEL TAX,492,REVENUE,30,TAX PROCESSING,11800000,439900,359445.65,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,1998
1998,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,678400,645656.07,exp IOC 12.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,1998
1999,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,71100,65844.3,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,1999
1999,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,929000,928930.22,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,1999
1999,0012,MOTOR FUEL TAX,492,REVENUE,27,MANAGEMENT SERVICES,11800000,60100,51301.54,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,1999
1999,0012,MOTOR FUEL TAX,492,REVENUE,30,TAX PROCESSING,11800000,573900,507628.59,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,1999
1999,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,704600,703691.49,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,1999
2000,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,75400,72988.22,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2000
2000,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,590601,590600.39,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2000
2000,0012,MOTOR FUEL TAX,492,REVENUE,27,MANAGEMENT SERVICES,11800000,1090400,1014786.19,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2000
2000,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,766800,766097.42,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,2000
2001,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,96200,93423.59,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2001
2001,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,732600,655515.48,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2001
2001,0012,MOTOR FUEL TAX,492,REVENUE,27,MANAGEMENT SERVICES,11800000,1376400,1222063.92,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2001
2001,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,980400,905506.45,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,2001
2002,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,114100,114099.77,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2002
2002,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,836450,836434.07,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2002
2002,0012,MOTOR FUEL TAX,492,REVENUE,27,MANAGEMENT SERVICES,11800000,1562400,1416499.67,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2002
2002,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,1083600,1041716.65,exp IOC 13.08.13,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,2002
2003,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,120900,100181.15,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2003
2003,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,930000,815938.81,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2003
2003,0012,MOTOR FUEL TAX,492,REVENUE,27,MANAGEMENT SERVICES,11800000,1720500,1250659.8,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2003
2003,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,1199700,1063145.77,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,2003
2004,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,97556,87864.69,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2004
2004,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,1045000,914305.32,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2004
2004,0012,MOTOR FUEL TAX,492,REVENUE,27,TAX OPERATIONS,11800000,1810400,1497125.95,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2004
2004,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,1331000,1070315.19,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,2004
2005,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,102000,99247.98,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2005
2005,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,1470000,1468413.49,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2005
2005,0012,MOTOR FUEL TAX,492,REVENUE,27,TAX OPERATIONS,11800000,1124443,1078864.48,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2005
2005,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,1304000,1275102.98,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,2005
2006,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,95300,87881.06,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2006
2006,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,1605200,1604446.54,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2006
2006,0012,MOTOR FUEL TAX,492,REVENUE,27,TAX OPERATIONS,11800000,1207100,1063248.33,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2006
2006,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,1366600,1363371.9,exp IOC 13.08.12,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,2006
2007,0012,MOTOR FUEL TAX,492,REVENUE,10,GOVERNMENT SERVICES,11800000,41500,26549.13,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2007
2007,0012,MOTOR FUEL TAX,492,REVENUE,15,TAX ENFORCEMENT,11800000,1508000,1502165.62,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2007
2007,0012,MOTOR FUEL TAX,492,REVENUE,27,TAX OPERATIONS,11800000,1087500,968521.43,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,492,492,2007
2007,0012,MOTOR FUEL TAX,494,TRANSPORTATION,90,MOTOR FUEL TAX ADMINISTRATION,11800000,1463000,1334498.37,exp IOC 13.08.09,1180,1,00,00,.,.,NA,NA,NA,NA,0012,0012,0,NA,1,MOTOR FUEL TAX,B,Highway Funds,1,1,not refund,0,1,494,494,2007
